hypothesis_id,birth_model,partition,direction_source,split_version,control_kind,control_description,event_count,jaccard_with_real,overlap_with_real,expected_overlap_fraction,mean_return,mean_excess_return,up_rate,delta_mean_excess_vs_real,p_value,p_value_lower,p_value_upper,p_value_method,draws,control_mean_std,decisive,verdict,warnings
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,293,0.116183,56.0,,-0.0098,-0.0098,0.429119,0.000611,0.9672912665805036,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,254,0.094298,43.0,,-0.019305,-0.019305,0.443966,0.010116,0.5535504915404464,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",181,0.029851,12.0,0.054965,-0.023693,-0.023693,0.447312,0.026091,0.024875621890547265,0.9800995024875622,0.024875621890547265,permutation_one_sided,200.0,0.013564,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,181,,,,-0.002565,-0.002565,,0.004963,0.373134328358209,0.6318407960199005,0.373134328358209,permutation_one_sided,200.0,0.012893,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,181,,,,-0.00327,-0.00327,,0.005668,0.3283582089552239,0.6766169154228856,0.3283582089552239,permutation_one_sided,200.0,0.012608,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,215,0.108911,44.0,,0.002171,0.002171,0.460123,0.000227,0.9907556443086766,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,215,0.07177,30.0,,-0.011307,-0.011307,0.449102,0.013705,0.37837411900624324,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",237,0.047817,23.0,0.071971,-0.022541,-0.022541,0.447312,0.007223,0.263681592039801,0.7412935323383084,0.263681592039801,permutation_one_sided,200.0,0.010759,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,237,,,,-0.008244,-0.008244,,-0.007074,0.7412935323383084,0.263681592039801,0.7412935323383084,permutation_one_sided,200.0,0.010844,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,237,,,,-0.008189,-0.008189,,-0.007128,0.7263681592039801,0.27860696517412936,0.7263681592039801,permutation_one_sided,200.0,0.011627,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,243,0.13082,59.0,,-0.030792,-0.030792,0.483092,0.015474,0.34257362246894124,,,welch_normal_approx,,,True,outperform,
HYP-CFL-ZW-POS-HL-NEG-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,225,0.095768,43.0,,-0.013069,-0.013069,0.452261,-0.002249,0.8867316272931802,,,welch_normal_approx,,,True,underperform,
